Nested Sampling Global Log-Evidence           :   -0.111139553363699295E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.112344114208163770E+01  +/-    0.176603840439053098E-02

Dim No.       Mean        Sigma
   1    0.904087192094953640E-01    0.367369283891494445E-03
   2   -0.171659466239407870E+02    0.710870167720531188E-01
   3    0.495667923811640765E+00    0.132611865406357665E-01
   4    0.204186118077955481E+01    0.120565397803678778E-01
   5    0.116940628004162609E-01    0.208893974780167778E-04
   6    0.151633292579200840E+01    0.296250975530502406E-01
   7   -0.163098864237856778E+01    0.383850735360451029E-01
   8   -0.675122501590248170E-01    0.104705838018394181E-01
   9   -0.347593587975697638E+01    0.573987092397346021E+00
  10   -0.197488614195764717E+00    0.140733062540783962E-01
  11   -0.321357485180671226E-01    0.236384103647430573E-01
  12   -0.211248612696031679E+00    0.545735618595931879E-01
  13   -0.177666439197378817E+00    0.229703367661743645E-01
  14   -0.109515871133750542E+01    0.128764341883945820E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.900881450730600525E-01
   2   -0.170855990202576713E+02
   3    0.528135144710826010E+00
   4    0.205352443557707831E+01
   5    0.116688999969066214E-01
   6    0.151576134820523634E+01
   7   -0.159569401139985079E+01
   8   -0.724021654384983393E-01
   9   -0.405833814732415643E+01
  10   -0.197362218928010758E+00
  11   -0.281208992257071522E-01
  12   -0.211503180267794993E+00
  13   -0.208609333831301508E+00
  14   -0.110652748228706121E+01

MAP Parameters
Dim No.        Parameter
   1    0.903442195542833171E-01
   2   -0.171428499309595317E+02
   3    0.509212886108169172E+00
   4    0.204696387923199596E+01
   5    0.117457728564434576E-01
   6    0.155432530110500400E+01
   7   -0.160433187705110902E+01
   8   -0.820124864330235570E-01
   9   -0.263958117178740048E+01
  10   -0.192854659700964909E+00
  11   -0.472044248337425559E-02
  12   -0.720060005328332087E-01
  13   -0.210942059872337467E+00
  14   -0.109406189866909576E+01
