Nested Sampling Global Log-Evidence           :   -0.445375793906518780E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.452313933020228873E+02  +/-    0.103502479124821370E+00

Dim No.       Mean        Sigma
   1    0.152571526902497631E-01    0.946033173374944704E-03
   2   -0.300556301106472468E+02    0.147695521676547530E-01
   3    0.906267426702627277E+00    0.373630737503465342E-02
   4    0.211101106179766962E+01    0.148302097252910586E-01
   5    0.731935812025631682E-02    0.155844874015681431E-04
   6    0.643069532035952518E+00    0.337118834503917150E-01
   7   -0.174997152154453950E+01    0.115505949760060206E+00
   8   -0.119448386476952217E+00    0.693742502136850234E-03
   9   -0.614156339348595104E+01    0.411741770082368411E-01
  10   -0.400724690457558930E+00    0.507346471514777755E-02
  11   -0.322057380429902479E-01    0.273948497725401141E-01
  12   -0.123109095761193693E+00    0.270824568131077794E-02
  13   -0.179469153162828327E+00    0.236125849780819685E-01
  14   -0.106399315932219607E+01    0.747082474001941037E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.148443148822510352E-01
   2   -0.300725290498430802E+02
   3    0.902786878480558608E+00
   4    0.215805525203599302E+01
   5    0.730376762396696844E-02
   6    0.710913196896735711E+00
   7   -0.179367457553443033E+01
   8   -0.119393404716322218E+00
   9   -0.620229346279518090E+01
  10   -0.406845175528025238E+00
  11   -0.208058935576963047E-01
  12   -0.124598562731780813E+00
  13   -0.233227461724790475E+00
  14   -0.107089093327388718E+01

MAP Parameters
Dim No.        Parameter
   1    0.145293439958504890E-01
   2   -0.300469513023940600E+02
   3    0.901415996827042987E+00
   4    0.211590964348201949E+01
   5    0.735424738111437482E-02
   6    0.671932958090534216E+00
   7   -0.167370996201535904E+01
   8   -0.119376169873605872E+00
   9   -0.613416964717190005E+01
  10   -0.402826045950558875E+00
  11   -0.402467658030295355E-01
  12   -0.122345557188676776E+00
  13   -0.178633686389429946E+00
  14   -0.106397239733986426E+01
